Sort,Year,COUNTY,CountyFIPS,Chlamydia_Count,Chlamydia_Rate,Chlamydia_RankByCount,Chlamydia_RankByRate,Gonorrhea_Count,Gonorrhea_Rate,Gonorrhea_RankByCount,Gonorrhea_RankByRate,Early_Syphilis_Count,Early_Syphilis_Rate,Early_Syphilis_RankByCount,Early_Syphilis_RankByRate
1,2000,ADAMS,17001,74,108.4,28,52,31,45.4,27,32,2,2.9,10,15
2,2000,ALEXANDER,17003,70,729.9,30,1,38,396.2,24,1,0,0,12,27
3,2000,BOND,17005,16,90.7,57,61,2,11.3,45,71,0,0,12,27
4,2000,BOONE,17007,52,124.4,34,45,15,35.9,33,38,1,2.4,11,18
5,2000,BROWN,17009,10,143.9,63,35,0,0,47,83,0,0,12,27
6,2000,BUREAU,17011,31,87.3,44,65,3,8.4,44,74,0,0,12,27
7,2000,CALHOUN,17013,6,118,65,47,0,0,47,83,0,0,12,27
8,2000,CARROLL,17015,11,66,62,82,2,12,45,69,0,0,12,27
9,2000,CASS,17017,18,131.4,55,38,1,7.3,46,76,0,0,12,27
10,2000,CHAMPAIGN,17019,900,500.9,6,4,518,288.3,7,9,3,1.7,9,20
11,2000,CHRISTIAN,17021,19,53.7,54,90,4,11.3,43,71,1,2.8,11,16
12,2000,CLARK,17023,15,88.2,58,63,2,11.8,45,70,0,0,12,27
13,2000,CLAY,17025,3,20.6,68,101,1,6.9,46,77,0,0,12,27
14,2000,CLINTON,17027,18,50.7,55,92,5,14.1,42,62,0,0,12,27
15,2000,COLES,17029,188,353.4,19,13,35,65.8,26,26,0,0,12,27
16,2000,COOK,17031,24655,458.5,1,7,17605,327.4,1,6,649,12.1,1,4
17,2000,CRAWFORD,17033,15,73.3,58,77,3,14.7,44,60,0,0,12,27
18,2000,CUMBERLAND,17035,10,88.9,63,62,2,17.8,45,54,0,0,12,27
19,2000,DEKALB,17037,242,272,17,19,54,60.7,20,28,3,3.4,9,5
20,2000,DE WITT,17039,22,131,51,40,3,17.9,44,53,2,11.9,10,12
21,2000,DOUGLAS,17041,33,165.6,42,31,4,20.1,43,52,0,0,12,27
22,2000,DU PAGE,17043,731,80.8,8,68,204,22.6,13,47,8,0.9,6,23
23,2000,EDGAR,17045,13,66,60,81,6,30.5,41,41,0,0,12,27
24,2000,EDWARDS,17047,5,71.7,66,78,1,14.3,46,61,0,0,12,27
25,2000,EFFINGHAM,17049,26,75.9,48,75,3,8.8,44,73,0,0,12,27
26,2000,FAYETTE,17051,14,64.2,59,84,3,13.8,44,63,1,4.6,11,9
27,2000,FORD,17053,8,56.2,64,89,7,49.2,40,31,0,0,12,27
28,2000,FRANKLIN,17055,38,97.4,38,55,8,20.5,39,51,0,0,12,27
29,2000,FULTON,17057,63,164.7,32,32,14,36.6,34,36,0,0,12,27
30,2000,GALLATIN,17059,4,62.1,67,85,0,0,47,83,0,0,12,27
31,2000,GREENE,17061,11,74.5,62,76,2,13.5,45,64,0,0,12,27
32,2000,GRUNDY,17063,15,40,58,98,1,2.7,46,82,0,0,12,27
33,2000,HAMILTON,17065,5,58,66,88,2,23.2,45,45,0,0,12,27
34,2000,HANCOCK,17067,27,134.2,47,37,0,0,47,83,0,0,12,27
35,2000,HARDIN,17069,2,41.7,69,97,0,0,47,83,0,0,12,27
36,2000,HENDERSON,17071,9,109.6,64,51,5,60.9,42,27,0,0,12,27
37,2000,HENRY,17073,71,139.2,29,36,17,33.3,32,40,0,0,12,27
38,2000,IROQUOIS,17075,29,92.6,45,60,4,12.8,43,67,0,0,12,27
39,2000,JACKSON,17077,242,406,18,11,90,151,17,14,0,0,12,27
40,2000,JASPER,17079,5,49.4,66,95,0,0,47,83,0,0,12,27
41,2000,JEFFERSON,17081,50,124.9,35,44,40,99.9,23,19,0,0,12,27
42,2000,JERSEY,17083,24,110.8,49,50,3,13.8,44,63,0,0,12,27
43,2000,JO DAVIESS,17085,21,94.2,52,58,5,22.4,42,48,0,0,12,27
44,2000,JOHNSON,17087,12,93.2,61,59,2,15.5,45,59,0,0,12,27
45,2000,KANE,17089,731,180.9,9,29,235,58.2,12,30,3,0.7,9,25
46,2000,KANKAKEE,17091,454,437.2,14,8,339,326.5,10,7,0,0,12,27
47,2000,KENDALL,17093,27,49.5,47,94,3,5.5,44,80,0,0,12,27
48,2000,KNOX,17095,170,304.5,20,17,48,86,21,20,2,3.6,10,11
50,2000,LA SALLE,17099,146,130.9,22,41,9,8.1,38,75,0,0,12,27
49,2000,LAKE,17097,2021,313.6,2,15,550,85.4,6,21,5,0.8,7,24
51,2000,LAWRENCE,17101,12,77.7,61,71,1,6.5,46,78,0,0,12,27
52,2000,LEE,17103,35,97.1,40,56,6,16.6,41,58,0,0,12,27
53,2000,LIVINGSTON,17105,110,277.2,26,18,47,118.5,22,15,4,10.1,8,6
54,2000,LOGAN,17107,61,195.6,33,25,13,41.7,35,34,1,3.2,11,14
61,2000,MACON,17115,573,499.5,12,5,451,393.2,8,2,5,4.4,7,10
62,2000,MACOUPIN,17117,41,83.6,37,67,3,6.1,44,79,0,0,12,27
63,2000,MADISON,17119,545,210.5,13,24,259,100,11,18,2,0.8,10,24
64,2000,MARION,17121,90,215.9,27,22,71,170.3,18,13,0,0,12,27
55,2000,MARSHALL,17123,9,68.3,64,80,0,0,47,83,0,0,12,27
56,2000,MASON,17125,8,49.9,64,93,2,12.5,45,68,0,0,12,27
57,2000,MASSAC,17127,28,184.7,46,28,4,26.4,43,43,0,0,12,27
58,2000,MC DONOUGH,17109,64,194.5,31,26,11,33.4,37,39,0,0,12,27
59,2000,MC HENRY,17111,156,60,21,87,19,7.3,31,76,0,0,12,27
60,2000,MC LEAN,17113,398,264.6,15,20,128,85.1,16,22,4,2.7,8,17
65,2000,MENARD,17129,4,32,67,100,0,0,47,83,0,0,12,27
66,2000,MERCER,17131,13,76.7,60,73,3,17.7,44,55,0,0,12,27
67,2000,MONROE,17133,9,32.6,64,99,1,3.6,46,81,0,0,12,27
68,2000,MONTGOMERY,17135,36,117.4,39,48,12,39.1,36,35,1,3.3,11,13
69,2000,MORGAN,17137,70,191.2,30,27,28,76.5,29,23,1,2.7,11,17
70,2000,MOULTRIE,17139,17,119,56,46,4,28,43,42,0,0,12,27
71,2000,OGLE,17141,64,125.4,31,43,5,9.8,42,72,0,0,12,27
72,2000,PEORIA,17143,902,491.7,5,6,636,346.7,4,4,2,1.1,10,22
73,2000,PERRY,17145,20,86.6,53,66,4,17.3,43,57,0,0,12,27
74,2000,PIATT,17147,19,116.1,54,49,4,24.4,43,44,0,0,12,27
75,2000,PIKE,17149,14,80.5,59,69,0,0,47,83,0,0,12,27
76,2000,POPE,17151,15,339.9,58,14,11,249.3,37,11,1,22.7,11,1
77,2000,PULASKI,17153,45,612.4,36,2,28,381.1,29,3,0,0,12,27
78,2000,PUTNAM,17155,8,131.4,64,38,0,0,47,83,0,0,12,27
79,2000,RANDOLPH,17157,32,94.4,43,57,7,20.7,40,50,3,8.9,9,7
80,2000,RICHLAND,17159,10,61.9,63,86,0,0,47,83,0,0,12,27
81,2000,ROCK ISLAND,17161,631,422.4,10,10,170,113.8,15,17,2,1.3,10,21
84,2000,SALINE,17165,34,127.2,41,42,20,74.8,30,25,0,0,12,27
85,2000,SANGAMON,17167,582,308,11,16,593,313.8,5,8,1,0.5,11,26
86,2000,SCHUYLER,17169,5,69.6,66,79,0,0,47,83,0,0,12,27
87,2000,SCOTT,17171,8,144.5,64,34,2,36.1,45,37,0,0,12,27
82,2000,SHELBY,17173,20,87.4,53,64,4,17.5,43,56,0,0,12,27
83,2000,ST. CLAIR,17163,1355,529.1,3,3,861,336.2,2,5,34,13.3,2,3
88,2000,STARK,17175,5,79,66,70,0,0,47,83,0,0,12,27
89,2000,STEPHENSON,17177,125,255.2,25,21,56,114.3,19,16,1,2,11,19
90,2000,TAZEWELL,17179,127,98.8,24,54,29,22.6,28,47,0,0,12,27
91,2000,UNION,17181,24,131.2,50,39,4,21.9,43,49,0,0,12,27
92,2000,VERMILION,17183,321,382.5,16,12,171,203.8,14,12,13,15.5,5,2
93,2000,WABASH,17185,10,77.3,63,72,0,0,47,83,0,0,12,27
94,2000,WARREN,17187,29,154.8,45,33,8,42.7,39,33,0,0,12,27
95,2000,WASHINGTON,17189,8,52.8,64,91,2,13.2,45,65,0,0,12,27
96,2000,WAYNE,17191,8,46.6,64,96,0,0,47,83,0,0,12,27
97,2000,WHITE,17193,10,65.1,63,83,2,13,45,66,0,0,12,27
98,2000,WHITESIDE,17195,130,214.3,23,23,36,59.4,25,29,0,0,12,27
99,2000,WILL,17197,858,170.8,7,30,383,76.3,9,24,18,3.6,4,11
100,2000,WILLIAMSON,17199,64,104.4,31,53,14,22.8,34,46,0,0,12,27
101,2000,WINNEBAGO,17201,1179,423.5,4,9,765,274.8,3,10,21,7.5,3,8
102,2000,WOODFORD,17203,27,76.1,47,74,5,14.1,42,62,0,0,12,27
1,2001,ADAMS,17001,70,102.5,33,50,54,79.1,22,23,0,0,11,22
2,2001,ALEXANDER,17003,81,844.6,28,1,66,688.2,19,1,0,0,11,22
3,2001,BOND,17005,27,153.1,50,32,5,28.4,43,42,0,0,11,22
4,2001,BOONE,17007,61,146,35,34,9,21.5,40,48,0,0,11,22
5,2001,BROWN,17009,4,57.6,71,82,0,0,48,83,0,0,11,22
6,2001,BUREAU,17011,31,87.3,47,59,0,0,48,83,0,0,11,22
7,2001,CALHOUN,17013,0,0,74,99,0,0,48,83,0,0,11,22
8,2001,CARROLL,17015,10,60,65,80,2,12,46,66,0,0,11,22
9,2001,CASS,17017,23,167.9,53,30,5,36.5,43,34,0,0,11,22
10,2001,CHAMPAIGN,17019,877,488.1,5,6,409,227.6,8,11,2,1.1,9,20
11,2001,CHRISTIAN,17021,21,59.4,55,81,4,11.3,44,70,0,0,11,22
12,2001,CLARK,17023,11,64.7,64,74,3,17.6,45,56,0,0,11,22
13,2001,CLAY,17025,8,54.9,67,86,1,6.9,47,77,0,0,11,22
14,2001,CLINTON,17027,22,61.9,54,78,5,14.1,43,62,0,0,11,22
15,2001,COLES,17029,164,308.3,19,16,16,30.1,33,40,0,0,11,22
16,2001,COOK,17031,27752,516.1,1,5,16899,314.3,1,6,665,12.4,1,3
17,2001,CRAWFORD,17033,13,63.6,62,75,3,14.7,45,60,0,0,11,22
18,2001,CUMBERLAND,17035,7,62.2,68,77,0,0,48,83,0,0,11,22
19,2001,DEKALB,17037,280,314.7,17,15,60,67.4,21,26,3,3.4,8,11
20,2001,DE WITT,17039,15,89.3,61,58,3,17.9,45,55,0,0,11,22
21,2001,DOUGLAS,17041,24,120.5,52,44,1,5,47,81,0,0,11,22
22,2001,DU PAGE,17043,837,92.6,6,55,230,25.4,14,43,10,1.1,4,20
23,2001,EDGAR,17045,11,55.8,64,85,2,10.2,46,73,0,0,11,22
24,2001,EDWARDS,17047,6,86.1,69,60,0,0,48,83,0,0,11,22
25,2001,EFFINGHAM,17049,28,81.7,49,64,2,5.8,46,80,0,0,11,22
26,2001,FAYETTE,17051,20,91.7,56,56,2,9.2,46,75,1,4.6,10,8
27,2001,FORD,17053,17,119.4,59,45,3,21.1,45,50,0,0,11,22
28,2001,FRANKLIN,17055,37,94.8,43,52,4,10.3,44,72,0,0,11,22
29,2001,FULTON,17057,52,135.9,36,38,3,7.8,45,75,0,0,11,22
30,2001,GALLATIN,17059,3,46.5,72,91,0,0,48,83,0,0,11,22
31,2001,GREENE,17061,9,61,66,79,0,0,48,83,0,0,11,22
32,2001,GRUNDY,17063,18,48,58,89,7,18.6,42,54,0,0,11,22
33,2001,HAMILTON,17065,4,46.4,71,92,1,11.6,47,69,0,0,11,22
34,2001,HANCOCK,17067,16,79.5,60,67,0,0,48,83,0,0,11,22
35,2001,HARDIN,17069,3,62.5,72,76,1,20.8,47,52,0,0,11,22
36,2001,HENDERSON,17071,7,85.2,68,61,2,24.4,46,44,0,0,11,22
37,2001,HENRY,17073,62,121.5,34,43,19,37.2,31,33,0,0,11,22
38,2001,IROQUOIS,17075,25,79.8,51,66,2,6.4,46,78,0,0,11,22
39,2001,JACKSON,17077,263,441.2,18,7,97,162.7,17,14,0,0,11,22
40,2001,JASPER,17079,0,0,74,99,1,9.9,47,74,0,0,11,22
41,2001,JEFFERSON,17081,49,122.4,37,41,51,127.4,23,17,0,0,11,22
42,2001,JERSEY,17083,21,96.9,55,51,3,13.8,45,63,0,0,11,22
43,2001,JO DAVIESS,17085,23,103.2,53,48,2,9,46,75,0,0,11,22
44,2001,JOHNSON,17087,12,93.2,63,53,2,15.5,46,58,0,0,11,22
45,2001,KANE,17089,795,196.7,8,25,261,64.6,11,27,7,1.7,5,17
46,2001,KANKAKEE,17091,447,430.5,14,9,345,332.3,10,4,0,0,11,22
47,2001,KENDALL,17093,31,56.8,47,84,5,9.2,43,75,0,0,11,22
48,2001,KNOX,17095,137,245.4,23,19,47,84.2,24,22,0,0,11,22
50,2001,LA SALLE,17099,147,131.8,22,39,35,31.4,26,39,0,0,11,22
49,2001,LAKE,17097,2261,350.9,2,13,444,68.9,7,25,10,1.6,4,18
51,2001,LAWRENCE,17101,6,38.8,69,94,3,19.4,45,53,0,0,11,22
52,2001,LEE,17103,37,102.6,43,49,12,33.3,37,35,0,0,11,22
53,2001,LIVINGSTON,17105,88,221.8,27,23,40,100.8,25,19,3,7.6,8,5
54,2001,LOGAN,17107,38,121.9,42,42,9,28.9,40,41,2,6.4,9,7
61,2001,MACON,17115,593,517,10,4,500,435.9,6,2,0,0,11,22
62,2001,MACOUPIN,17117,41,83.6,39,63,7,14.3,42,61,0,0,11,22
63,2001,MADISON,17119,534,206.2,13,24,258,99.6,12,20,5,1.9,7,16
64,2001,MARION,17121,80,191.9,29,28,72,172.7,18,13,0,0,11,22
55,2001,MARSHALL,17123,10,75.9,65,69,1,7.6,47,76,0,0,11,22
56,2001,MASON,17125,12,74.8,63,70,0,0,48,83,0,0,11,22
57,2001,MASSAC,17127,34,224.3,45,22,13,85.7,36,21,0,0,11,22
58,2001,MC DONOUGH,17109,76,230.9,30,20,7,21.3,42,49,0,0,11,22
59,2001,MC HENRY,17111,148,56.9,21,83,24,9.2,27,75,2,0.8,9,21
60,2001,MC LEAN,17113,340,226,15,21,157,104.4,16,18,2,1.3,9,19
65,2001,MENARD,17129,10,80.1,65,65,2,16,46,57,0,0,11,22
66,2001,MERCER,17131,11,64.9,64,73,2,11.8,46,67,0,0,11,22
67,2001,MONROE,17133,9,32.6,66,95,1,3.6,47,82,0,0,11,22
68,2001,MONTGOMERY,17135,42,137,38,37,17,55.5,32,28,2,6.5,9,6
69,2001,MORGAN,17137,72,196.6,31,26,16,43.7,34,29,1,2.7,10,13
70,2001,MOULTRIE,17139,13,91,62,57,3,21,45,51,0,0,11,22
71,2001,OGLE,17141,71,139.1,32,36,11,21.6,38,47,0,0,11,22
72,2001,PEORIA,17143,809,441,7,8,579,315.6,4,5,0,0,11,22
73,2001,PERRY,17145,29,125.6,48,40,10,43.3,39,30,1,4.3,10,9
74,2001,PIATT,17147,19,116.1,57,46,2,12.2,46,65,0,0,11,22
75,2001,PIKE,17149,7,40.3,68,93,0,0,48,83,0,0,11,22
76,2001,POPE,17151,15,339.9,61,14,10,226.6,39,12,2,45.3,9,1
77,2001,PULASKI,17153,38,517.1,42,3,22,299.4,29,7,0,0,11,22
78,2001,PUTNAM,17155,4,65.7,71,72,0,0,48,83,0,0,11,22
79,2001,RANDOLPH,17157,39,115.1,41,47,14,41.3,35,31,0,0,11,22
80,2001,RICHLAND,17159,8,49.5,67,88,1,6.2,47,79,0,0,11,22
81,2001,ROCK ISLAND,17161,583,390.3,11,11,239,160,13,15,6,4,6,10
84,2001,SALINE,17165,40,149.6,40,33,4,15,44,59,0,0,11,22
85,2001,SANGAMON,17167,555,293.7,12,18,516,273.1,5,8,5,2.6,7,14
86,2001,SCHUYLER,17169,1,13.9,73,98,0,0,48,83,0,0,11,22
87,2001,SCOTT,17171,1,18.1,73,97,0,0,48,83,0,0,11,22
82,2001,SHELBY,17173,17,74.3,59,71,2,8.7,46,75,0,0,11,22
83,2001,ST. CLAIR,17163,1582,617.8,3,2,899,351.1,2,3,34,13.3,2,2
88,2001,STARK,17175,6,94.8,69,52,2,31.6,46,38,0,0,11,22
89,2001,STEPHENSON,17177,149,304.2,20,17,65,132.7,20,16,0,0,11,22
90,2001,TAZEWELL,17179,108,84.1,25,62,10,7.8,39,75,0,0,11,22
91,2001,UNION,17181,28,153.1,49,32,4,21.9,44,46,0,0,11,22
92,2001,VERMILION,17183,303,361.1,16,12,207,246.7,15,10,10,11.9,4,4
93,2001,WABASH,17185,7,54.1,68,87,0,0,48,83,0,0,11,22
94,2001,WARREN,17187,36,192.2,44,27,2,10.7,46,71,0,0,11,22
95,2001,WASHINGTON,17189,12,79.2,63,68,5,33,43,36,0,0,11,22
96,2001,WAYNE,17191,8,46.6,67,90,2,11.7,46,68,0,0,11,22
97,2001,WHITE,17193,5,32.5,70,96,2,13,46,64,0,0,11,22
98,2001,WHITESIDE,17195,115,189.6,24,29,23,37.9,28,32,0,0,11,22
99,2001,WILL,17197,787,156.7,9,31,377,75.1,9,24,16,3.2,3,12
100,2001,WILLIAMSON,17199,89,145.2,26,35,20,32.6,30,37,0,0,11,22
101,2001,WINNEBAGO,17201,1176,422.4,4,10,729,261.8,3,9,6,2.2,6,15
102,2001,WOODFORD,17203,33,93,46,54,8,22.6,41,45,0,0,11,22
1,2002,ADAMS,17001,86,126,28,46,46,67.4,22,27,1,1.5,10,25
2,2002,ALEXANDER,17003,64,667.4,34,1,29,302.4,27,7,0,0,11,31
3,2002,BOND,17005,23,130.4,55,44,5,28.4,42,49,0,0,11,31
4,2002,BOONE,17007,66,157.9,33,33,9,21.5,38,56,0,0,11,31
5,2002,BROWN,17009,10,143.9,65,35,4,57.6,43,30,1,14.4,10,2
6,2002,BUREAU,17011,38,107,41,55,12,33.8,35,41,0,0,11,31
7,2002,CALHOUN,17013,3,59,70,89,1,19.7,46,63,0,0,11,31
8,2002,CARROLL,17015,13,78,63,75,3,18,44,66,0,0,11,31
9,2002,CASS,17017,26,189.9,52,30,1,7.3,46,83,0,0,11,31
10,2002,CHAMPAIGN,17019,935,520.4,7,6,407,226.5,8,10,10,5.6,3,11
11,2002,CHRISTIAN,17021,26,73.5,52,81,5,14.1,42,72,2,5.7,9,10
12,2002,CLARK,17023,6,35.3,68,98,0,0,47,88,0,0,11,31
13,2002,CLAY,17025,10,68.7,65,86,2,13.7,45,73,0,0,11,31
14,2002,CLINTON,17027,27,76,50,78,6,16.9,41,68,1,2.8,10,19
15,2002,COLES,17029,118,221.8,25,24,16,30.1,32,47,2,3.8,9,15
16,2002,COOK,17031,30822,573.2,1,3,16632,309.3,1,6,882,16.4,1,1
17,2002,CRAWFORD,17033,15,73.3,61,82,4,19.6,43,64,1,4.9,10,14
18,2002,CUMBERLAND,17035,6,53.3,68,92,1,8.9,46,81,0,0,11,31
19,2002,DEKALB,17037,297,333.8,17,16,61,68.6,18,25,0,0,11,31
20,2002,DE WITT,17039,24,142.9,54,36,7,41.7,40,36,0,0,11,31
21,2002,DOUGLAS,17041,18,90.4,58,66,4,20.1,43,61,1,5,10,13
22,2002,DU PAGE,17043,904,100,8,58,234,25.9,12,53,10,1.1,3,27
23,2002,EDGAR,17045,15,76.1,61,77,1,5.1,46,86,0,0,11,31
24,2002,EDWARDS,17047,3,43,70,96,0,0,47,88,0,0,11,31
25,2002,EFFINGHAM,17049,32,93.4,46,63,2,5.8,45,85,0,0,11,31
26,2002,FAYETTE,17051,27,123.8,51,48,13,59.6,34,29,0,0,11,31
27,2002,FORD,17053,9,63.2,66,88,4,28.1,43,50,1,7,10,7
28,2002,FRANKLIN,17055,38,97.4,41,60,8,20.5,39,59,0,0,11,31
29,2002,FULTON,17057,51,133.3,36,42,3,7.8,44,82,0,0,11,31
30,2002,GALLATIN,17059,2,31,71,99,0,0,47,88,0,0,11,31
31,2002,GREENE,17061,13,88.1,63,68,6,40.6,41,38,0,0,11,31
32,2002,GRUNDY,17063,28,74.6,49,80,10,26.6,37,51,0,0,11,31
33,2002,HAMILTON,17065,2,23.2,71,100,1,11.6,46,76,0,0,11,31
34,2002,HANCOCK,17067,19,94.4,57,61,1,5,46,87,1,5,10,13
35,2002,HARDIN,17069,2,41.7,71,97,1,20.8,46,58,0,0,11,31
36,2002,HENDERSON,17071,11,133.9,64,40,0,0,47,88,0,0,11,31
37,2002,HENRY,17073,83,162.7,29,32,15,29.4,33,48,0,0,11,31
38,2002,IROQUOIS,17075,33,105.3,45,56,10,31.9,37,45,0,0,11,31
39,2002,JACKSON,17077,255,427.8,18,11,132,221.4,16,11,0,0,11,31
40,2002,JASPER,17079,9,89,66,67,0,0,47,88,0,0,11,31
41,2002,JEFFERSON,17081,49,122.4,37,49,50,124.9,21,17,1,2.5,10,21
42,2002,JERSEY,17083,17,78.5,59,74,5,23.1,42,55,0,0,11,31
43,2002,JO DAVIESS,17085,18,80.8,58,71,3,13.5,44,74,0,0,11,31
44,2002,JOHNSON,17087,14,108.7,62,54,5,38.8,42,40,1,7.8,10,5
45,2002,KANE,17089,850,210.3,10,26,304,75.2,10,24,7,1.7,6,24
46,2002,KANKAKEE,17091,464,446.9,14,10,272,262,11,8,0,0,11,31
47,2002,KENDALL,17093,38,69.7,41,84,10,18.3,37,65,0,0,11,31
48,2002,KNOX,17095,127,227.5,24,23,56,100.3,19,21,0,0,11,31
50,2002,LA SALLE,17099,153,137.2,22,39,36,32.3,26,43,0,0,11,31
49,2002,LAKE,17097,2002,310.7,2,17,439,68.1,7,26,8,1.2,5,26
51,2002,LAWRENCE,17101,16,103.5,60,57,0,0,47,88,0,0,11,31
52,2002,LEE,17103,52,144.2,35,34,17,47.1,31,32,1,2.8,10,19
53,2002,LIVINGSTON,17105,111,279.8,26,19,53,133.6,20,15,5,12.6,7,3
54,2002,LOGAN,17107,35,112.2,44,53,10,32.1,37,44,1,3.2,10,16
61,2002,MACON,17115,605,527.4,11,5,404,352.2,9,2,1,0.9,10,28
62,2002,MACOUPIN,17117,37,75.5,42,79,5,10.2,42,80,0,0,11,31
63,2002,MADISON,17119,534,206.2,13,27,214,82.6,14,23,7,2.7,6,20
64,2002,MARION,17121,83,199.1,29,28,43,103.1,24,20,0,0,11,31
55,2002,MARSHALL,17123,16,121.4,60,50,2,15.2,45,70,0,0,11,31
56,2002,MASON,17125,16,99.8,60,59,2,12.5,45,75,0,0,11,31
57,2002,MASSAC,17127,18,118.7,58,51,3,19.8,44,62,0,0,11,31
58,2002,MC DONOUGH,17109,80,243.1,30,22,5,15.2,42,70,2,6.1,9,9
59,2002,MC HENRY,17111,178,68.4,19,87,28,10.8,28,79,2,0.8,9,29
60,2002,MC LEAN,17113,434,288.5,15,18,181,120.3,15,18,3,2,8,22
65,2002,MENARD,17129,10,80.1,65,72,5,40,42,39,0,0,11,31
66,2002,MERCER,17131,21,123.8,56,48,7,41.3,40,37,0,0,11,31
67,2002,MONROE,17133,13,47.1,63,94,3,10.9,44,78,0,0,11,31
68,2002,MONTGOMERY,17135,41,133.8,39,41,10,32.6,37,42,2,6.5,9,8
69,2002,MORGAN,17137,98,267.6,27,21,44,120.2,23,19,1,2.7,10,20
70,2002,MOULTRIE,17139,13,91,63,65,3,21,44,57,0,0,11,31
71,2002,OGLE,17141,72,141.1,32,37,23,45.1,30,33,0,0,11,31
72,2002,PEORIA,17143,1043,568.6,6,4,628,342.4,6,4,1,0.5,10,30
73,2002,PERRY,17145,39,168.9,40,31,11,47.6,36,31,0,0,11,31
74,2002,PIATT,17147,15,91.7,61,64,4,24.4,43,54,0,0,11,31
75,2002,PIKE,17149,15,86.3,61,70,1,5.8,46,85,0,0,11,31
76,2002,POPE,17151,21,475.9,56,8,4,90.6,43,22,0,0,11,31
77,2002,PULASKI,17153,29,394.7,48,12,29,394.7,27,1,0,0,11,31
78,2002,PUTNAM,17155,1,16.4,72,101,0,0,47,88,0,0,11,31
79,2002,RANDOLPH,17157,47,138.7,38,38,9,26.6,38,51,1,3,10,18
80,2002,RICHLAND,17159,9,55.7,66,91,1,6.2,46,84,0,0,11,31
81,2002,ROCK ISLAND,17161,561,375.6,12,14,217,145.3,13,14,0,0,11,31
84,2002,SALINE,17165,25,93.5,53,62,4,15,43,71,0,0,11,31
85,2002,SANGAMON,17167,874,462.6,9,9,649,343.5,4,3,1,0.5,10,30
86,2002,SCHUYLER,17169,5,69.6,69,85,0,0,47,88,0,0,11,31
87,2002,SCOTT,17171,7,126.4,67,45,0,0,47,88,0,0,11,31
82,2002,SHELBY,17173,11,48,64,93,4,17.5,43,67,0,0,11,31
83,2002,ST. CLAIR,17163,1526,595.9,3,2,839,327.6,2,5,8,3.1,5,17
88,2002,STARK,17175,5,79,69,73,2,31.6,45,46,0,0,11,31
89,2002,STEPHENSON,17177,166,338.9,21,15,90,183.8,17,12,0,0,11,31
90,2002,TAZEWELL,17179,147,114.4,23,52,26,20.2,29,60,0,0,11,31
91,2002,UNION,17181,24,131.2,54,43,3,16.4,44,69,1,5.5,10,12
92,2002,VERMILION,17183,322,383.7,16,13,132,157.3,16,13,10,11.9,3,4
93,2002,WABASH,17185,10,77.3,65,76,0,0,47,88,0,0,11,31
94,2002,WARREN,17187,36,192.2,43,29,8,42.7,39,35,0,0,11,31
95,2002,WASHINGTON,17189,11,72.6,64,83,4,26.4,43,52,0,0,11,31
96,2002,WAYNE,17191,10,58.3,65,90,3,17.5,44,67,0,0,11,31
97,2002,WHITE,17193,7,45.5,67,95,0,0,47,88,0,0,11,31
98,2002,WHITESIDE,17195,167,275.3,20,20,26,42.9,29,34,0,0,11,31
99,2002,WILL,17197,1067,212.4,5,25,648,129,5,16,9,1.8,4,23
100,2002,WILLIAMSON,17199,76,124,31,47,41,66.9,25,28,0,0,11,31
101,2002,WINNEBAGO,17201,1410,506.4,4,7,701,251.8,3,9,21,7.5,2,6
102,2002,WOODFORD,17203,31,87.4,47,69,4,11.3,43,77,0,0,11,31
1,2003,ADAMS,17001,106,155.2,27,49,22,32.2,29,44,0,0,11,16
2,2003,ALEXANDER,17003,72,750.8,33,1,35,365,24,1,0,0,11,16
3,2003,BOND,17005,32,181.5,45,34,12,68.1,34,26,0,0,11,16
4,2003,BOONE,17007,90,215.4,28,30,10,23.9,36,58,0,0,11,16
5,2003,BROWN,17009,7,100.7,64,73,2,28.8,43,51,0,0,11,16
6,2003,BUREAU,17011,36,101.4,42,72,12,33.8,34,42,0,0,11,16
7,2003,CALHOUN,17013,12,236,61,25,0,0,45,86,0,0,11,16
8,2003,CARROLL,17015,20,119.9,54,65,5,30,40,48,0,0,11,16
9,2003,CASS,17017,29,211.8,48,31,4,29.2,41,49,0,0,11,16
10,2003,CHAMPAIGN,17019,1058,588.9,5,4,401,223.2,8,9,6,3.3,9,6
11,2003,CHRISTIAN,17021,25,70.7,51,89,6,17,39,69,0,0,11,16
12,2003,CLARK,17023,15,88.2,58,78,1,5.9,44,82,0,0,11,16
13,2003,CLAY,17025,7,48.1,64,97,3,20.6,42,64,0,0,11,16
14,2003,CLINTON,17027,15,42.2,58,99,6,16.9,39,70,0,0,11,16
15,2003,COLES,17029,174,327.1,21,18,25,47,27,34,0,0,11,16
16,2003,COOK,17031,29715,552.7,1,7,14786,275,1,7,612,11.4,1,2
17,2003,CRAWFORD,17033,15,73.3,58,88,1,4.9,44,85,0,0,11,16
18,2003,CUMBERLAND,17035,7,62.2,64,94,0,0,45,86,0,0,11,16
19,2003,DEKALB,17037,322,361.9,17,16,61,68.6,20,24,1,1.1,10,11
20,2003,DE WITT,17039,15,89.3,58,77,4,23.8,41,59,0,0,11,16
21,2003,DOUGLAS,17041,31,155.6,46,48,1,5,44,84,1,5,10,3
